site,subsite,density_trt,individual_id,touch_raw,touch_spp,operc_length_initial_mm,died_yn,operc_length_final_mm,date_initial,date_final,day_elapsed,exclude,notes
RT,RT3,M,17,51,B,2.528,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,18,71,B,1.319,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,19,0,,1.479,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,20,0,,2.073,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,21,0,,5.996,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,22,75,B,1.779,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,23,120,B,1.4,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,24,65,B,1.628,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,25,0,,0.977,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,26,51,B,1.636,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,27,50,B,1.125,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,28,113,B,1.601,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,29,54,B,1.483,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,30,0,,1.985,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,31,0,,1.27,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,32,71,B,1.405,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,33,78,B,1.562,N,4.401,6/9/2017,5/2/2018,327,,
RT,RT3,M,34,61,B,1.19,N,3.753,6/9/2017,5/2/2018,327,,
RT,RT3,M,35,0,,0.791,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,36,0,,1.485,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,37,53,B,1.032,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,38,55,B,1.438,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,39,47,B,0.796,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,40,0,,1.416,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,41,0,,2.049,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,42,0,,2.331,N,5.074,6/9/2017,5/2/2018,327,,
RT,RT3,M,43,91,B,2.841,N,4.689,6/9/2017,5/2/2018,327,,
RT,RT3,M,44,0,,1.898,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,45,101,B,1.916,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,46,0,,1.221,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,47,65,B,2.072,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,48,0,,1.704,N,3.029,6/9/2017,5/2/2018,327,,
RT,RT3,M,49,61,B,1.2,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,50,33,B,2.675,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,51,0,,1.77,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,52,72,B,0.999,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,53,68,B,1.464,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,54,51,B,2.177,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,55,42,B,2.523,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,56,69,B,1.828,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,57,0,,1.89,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,58,82,B,1.746,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,59,0,,1.502,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,60,0,,1.129,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,61,0,,1.765,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,62,50,B,1.505,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,63,46,B,1.848,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,64,0,,1.417,Y,,6/9/2017,5/2/2018,327,,
RT,RT3,M,65,57,B,0.826,Y,,6/9/2017,5/2/2018,327,,
